ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
599-06-5790|3559794543746678|Michael|Tran|M|12048 Acevedo Mews Suite 547|Fort Johnson|NY|12070|42.9765|-74.2484|1410|Fisheries officer|1962-05-30|928721623551|adults_50up_male_rural.json
004-26-7458|3541161130675127|Anita|Bradford|F|84970 Vanessa Glens Suite 013|Mora|MN|55051|45.8958|-93.2942|9719|Metallurgist|1935-08-02|331659793766|adults_50up_female_urban.json
383-87-2903|3597593003638027|Kenneth|Gamble|M|6100 Sarah Burgs Suite 976|Fredericksburg|VA|22405|38.3365|-77.4366|156008|Theme park manager|1967-01-13|286760921929|adults_50up_male_urban.json
389-47-6249|3537108742443556|Melissa|Parks|F|1694 Thomas Parkways Apt. 108|Ruther Glen|VA|22546|37.9451|-77.4714|15850|Land|1946-10-01|210059002932|adults_50up_female_urban.json
746-15-6788|6011111038225867|Gregory|Johnson|M|39151 David Squares|Wareham|MA|02571|41.7541|-70.7116|10481|Communications engineer|2007-10-07|362704619438|young_adults_male_urban.json
395-17-6759|4024587588571|James|Schneider|M|1854 Brown Creek|Palatine|IL|60067|42.1139|-88.0429|77570|Tax adviser|1977-04-29|503187115521|adults_2550_male_urban.json
816-95-1500|6584141771738526|Lisa|Mccann|F|056 Andrew Mountain Suite 291|River Falls|WI|54022|44.855|-92.6313|22358|Therapist, horticultural|1982-04-04|936124310317|adults_2550_female_urban.json
435-97-4505|346125881066995|Robert|Bryant|M|62821 Ellis Expressway|Walworth|NY|14568|43.1402|-77.2858|6048|Teacher, special educational needs|1975-02-15|351100774603|adults_50up_male_urban.json
700-90-3422|6011529273133597|Kimberly|Tran|F|42858 Aaron Radial Apt. 477|Saltillo|MS|38866|34.3831|-88.6674|11897|Tax inspector|1970-08-26|190744170519|adults_50up_female_urban.json
741-69-3530|213143083286428|Andrea|Lyons|F|639 Wilson Mission|Lynn|MA|01902|42.4698|-70.942|90282|Leisure centre manager|1962-06-08|760202611568|adults_50up_female_urban.json
789-99-0355|4243947172862956|Ashley|Jones|F|08362 Daniel Park Apt. 079|Chicago|IL|60630|41.9699|-87.7603|2680484|Occupational hygienist|2009-11-01|981573004162|young_adults_female_urban.json
074-45-3428|6545070145610921|Sara|Stewart|F|6198 Wesley Avenue|De Soto|MO|63020|38.1204|-90.5546|20714|Architectural technologist|2004-08-09|424069413181|young_adults_female_urban.json
567-41-5824|4083597750795|Crystal|Zamora|F|134 Lawson Drive Suite 523|Hollywood|FL|33023|25.9894|-80.2153|420284|Historic buildings inspector/conservation officer|1977-04-03|679544212044|adults_2550_female_urban.json
647-48-5054|4175083126230976069|Karl|Petersen|M|9192 Kirk Lakes|Reed City|MI|49677|43.8868|-85.513|6631|Legal secretary|1961-03-24|969174775648|adults_50up_male_urban.json
649-23-8612|2275572062807385|Jasmine|Jones|F|7285 Rebecca Ports|Pensacola|FL|32504|30.4873|-87.1872|254917|Trade union research officer|1994-10-23|738526614573|adults_2550_female_urban.json
272-06-1038|2266714434256013|Stacy|Sawyer|F|699 Ferguson Port|Castaic|CA|91384|34.4827|-118.6254|29855|Firefighter|1991-03-25|265310718074|adults_2550_female_urban.json
791-82-7920|4001879401846|James|Palmer|M|3648 Cruz Garden|Manchester|CT|06042|41.7966|-72.5292|58248|Designer, graphic|1977-07-29|348012780789|adults_2550_male_urban.json
141-53-8281|346791309956495|Virginia|Cook|F|17515 Theresa Vista Apt. 204|Woodward|OK|73801|36.4268|-99.402|15228|Chartered public finance accountant|2001-01-09|568297768502|young_adults_female_urban.json
472-84-5578|6011918947663123|Justin|Johnson|M|243 Gregory Port Suite 825|Gilroy|CA|95020|37.0139|-121.5773|57349|Engineer, manufacturing systems|1952-10-03|188486774162|adults_50up_male_urban.json
663-91-7013|6549048444835346|Nicole|Rogers|F|1320 Jones Parks|Quincy|MA|02171|42.2825|-71.0241|92271|Naval architect|1981-08-16|188409450069|adults_2550_female_urban.json
062-77-0905|180080758815793|Rodney|Griffith|M|0520 Justin Common Suite 766|Excelsior Springs|MO|64024|39.3326|-94.2746|16230|Sales professional, IT|1976-12-21|585505502566|adults_2550_male_urban.json
284-22-5664|348931318417836|Daniel|Oneill|M|66115 Smith Forks Apt. 838|Covington|GA|30014|33.5293|-83.8496|86177|Catering manager|2001-12-31|576829120898|young_adults_male_urban.json
790-61-0215|3528487877581286|Bruce|Robinson|M|77154 Kelsey Circles Apt. 592|Sugarcreek|OH|44681|40.5148|-81.6604|7799|Music therapist|1992-03-10|719206810636|adults_2550_male_urban.json
161-77-1281|4636235276741234|Theresa|Mccarthy|F|329 Butler Rue Apt. 927|Neosho|MO|64850|36.8706|-94.3862|24063|Journalist, magazine|1982-02-16|637196506720|adults_2550_female_urban.json
415-63-2994|6570857074780776|Caitlin|Bell|F|41890 Watson Square Suite 181|Maumelle|AR|72113|34.8491|-92.4059|21273|Primary school teacher|2005-09-08|317801502315|young_adults_female_urban.json
799-33-2076|4453242871967|Alex|Martin|M|1911 Patricia Turnpike|Turlock|CA|95382|37.5239|-120.8517|77377|Press sub|1993-06-19|905686855591|adults_2550_male_urban.json
744-88-7573|676336534026|Jody|Barrett|F|17955 Matthew Views Apt. 182|Atlanta|GA|30331|33.7224|-84.5205|900273|Sales promotion account executive|1948-12-03|17914816198|adults_50up_female_urban.json
757-49-9198|3588795134365039|Karen|Lawrence|F|687 James Knolls Suite 132|Saucier|MS|39574|30.5961|-89.1477|13613|Loss adjuster, chartered|2003-03-05|133276105525|young_adults_female_urban.json
036-68-9953|213162197189385|David|Vaughn|M|4333 Kimberly Alley|Independence|KS|67301|37.2292|-95.7165|13556|Psychologist, occupational|1982-02-21|52674901|adults_2550_male_urban.json
351-24-0720|4772169310285738647|Cristina|Ponce|F|083 Sanchez Cove Suite 823|Saint Matthews|SC|29135|33.6967|-80.8678|8919|Clinical embryologist|1982-01-28|202756726466|adults_2550_female_urban.json
516-93-6330|4927815256792576|Kimberly|Lloyd|F|159 Lisa Prairie Apt. 520|Wildomar|CA|92595|33.6021|-117.264|29851|Multimedia specialist|1958-11-18|107578186104|adults_50up_female_urban.json
417-81-4552|4546936361979089|Daniel|Guerrero|M|60840 Jonathan Ridge|Newport|RI|02840|41.4876|-71.3271|24727|Tourism officer|1976-04-03|582099762049|adults_2550_male_urban.json
732-53-4511|4995834059779020929|Cynthia|Torres|F|427 Lisa Lock Suite 701|Harrison|OH|45030|39.2592|-84.7837|17921|Catering manager|1953-07-21|708986247933|adults_50up_female_urban.json
765-15-6706|370745638163768|Mark|Benitez|M|6619 Nolan Rest|Arlington|VA|22203|38.8738|-77.1142|207410|Sound technician, broadcasting/film/video|2004-12-07|163538133347|young_adults_male_urban.json
720-02-8078|6558945621748192|Jamie|Anderson|F|566 Villa Radial|Scott|LA|70583|30.2504|-92.0981|11693|Recycling officer|1958-12-22|806232314444|adults_50up_female_urban.json
068-22-8039|6568519177779600|Sally|Herrera|F|35723 Benjamin Drive Suite 879|Barnes City|IA|50027|41.4883|-92.4703|285|Radiographer, diagnostic|1944-07-20|64094981656|adults_50up_female_rural.json
642-63-2424|4687938381077311497|Jane|Smith|F|0934 Brown Causeway Apt. 479|Lawton|OK|73505|34.6179|-98.4552|93591|Counsellor|1962-08-11|233860518715|adults_50up_female_urban.json
501-84-8084|6011331614190364|John|Cruz|M|93955 Jared Trace|Walland|TN|37886|35.7533|-83.8243|4418|Electrical engineer|1957-07-11|134568917925|adults_50up_male_urban.json
197-10-4042|6504509050689296|James|Campbell|M|151 Peggy Burg|Providence|RI|02903|41.82|-71.4158|203571|Administrator|1973-03-28|29884110525|adults_50up_male_urban.json
857-90-8188|4029973316699849|James|Mccoy|M|1849 Case Point Suite 835|Fort Lauderdale|FL|33319|26.1848|-80.2406|711693|Designer, jewellery|1973-02-12|646086427421|adults_50up_male_urban.json
235-44-5212|375126030706592|Cynthia|Lynch|F|434 Petersen Rapids|Madera|CA|93637|36.9403|-120.082|98719|Health service manager|2003-06-05|823683400578|young_adults_female_urban.json
158-12-6123|4385327586559|Justin|Payne|M|774 Mary Causeway Apt. 113|Hayward|CA|94544|37.6374|-122.067|177085|Sports administrator|1986-12-18|327896343506|adults_2550_male_urban.json
667-59-8412|3565456497577655|Olivia|Griffin|F|939 Blair Manor Suite 997|Phoenix|AZ|85033|33.4944|-112.2132|1312922|Commissioning editor|1956-08-23|82899073218|adults_50up_female_urban.json
238-95-8636|6512572348661444|Kathleen|Vincent|F|7172 Carlson Inlet|San Carlos|CA|94070|37.4969|-122.2674|29166|Warehouse manager|1957-10-29|267528756249|adults_50up_female_urban.json
195-75-8764|3585725748228219|Kelsey|Gray|F|83124 Holly Circle|El Cajon|CA|92021|32.8178|-116.9223|165433|Commercial horticulturist|1999-08-15|704234102117|adults_2550_female_urban.json
555-25-8711|2273934661831947|John|Castillo|M|513 Carlos Trafficway Suite 041|Ravenna|OH|44266|41.1649|-81.2337|33581|Building services engineer|1941-09-03|895790074482|adults_50up_male_urban.json
645-61-1679|6011064212012405|Holly|Johnson|F|65612 Williams Lakes|Baton Rouge|LA|70820|30.3795|-91.1671|378909|Scientist, biomedical|1970-08-20|316886013159|adults_50up_female_urban.json
737-44-5042|4993245698405042|Jennifer|Buckley|F|3573 Wilkins Vista Suite 168|Saint Augustine|FL|32086|29.8285|-81.3237|109984|Teacher, primary school|1973-08-16|422272721959|adults_50up_female_urban.json
019-67-2228|213130504636059|Michelle|Shaw|F|6276 Henson Street Apt. 815|Dallas|TX|75225|32.8628|-96.7918|1263321|Designer, television/film set|1946-09-18|80176452215|adults_50up_female_urban.json
014-64-3902|4974504526580290|Alyssa|Lewis|F|8575 Dean Canyon|Eastchester|NY|10709|40.955|-73.8086|9292|Glass blower/designer|1981-09-29|293386586912|adults_2550_female_urban.json
251-43-2999|3589774570853302|Autumn|Martin|F|958 Mason Road Suite 984|Crown Point|IN|46307|41.4236|-87.3556|60619|Radiographer, therapeutic|2005-02-22|982739348680|young_adults_female_urban.json
216-05-0081|3576869102744063|Heather|Johnson|F|37514 Hickman Stream|Longmont|CO|80504|40.1306|-104.9504|117461|Chemist, analytical|1956-05-10|927240380988|adults_50up_female_urban.json
491-98-1308|4268402786812649066|Jason|Sanchez|M|752 Emily Haven|Trenton|MI|48183|42.1382|-83.2179|43182|Designer, jewellery|1996-02-29|530294740762|adults_2550_male_urban.json
706-31-3491|30223251285450|Steven|Gibbs|M|18927 Cody Circle Suite 231|Johns Island|SC|29455|32.8357|-79.8217|20478|Warehouse manager|1953-02-11|964704260548|adults_50up_male_urban.json
834-80-4781|3590930022909970|Robert|Baker|M|07493 Ashley Freeway|Green Bay|WI|54311|44.4914|-87.9267|179116|Insurance broker|1992-11-30|267552781123|adults_2550_male_urban.json
445-25-2685|4581170813286|Brian|West|M|610 Figueroa Fields|Saint Paul|MN|55127|45.0803|-93.0875|753116|Historic buildings inspector/conservation officer|1980-05-19|730890968408|adults_2550_male_urban.json
541-47-1502|6011269989732776|Jeffrey|Powell|M|79534 Omar Tunnel|Bushland|TX|79012|35.2664|-102.0978|976|Statistician|2000-11-24|421427201776|young_adults_male_rural.json
756-37-8639|2531585252087592|Collin|Silva|M|29121 Dawn Mountains|Huntington Station|NY|11746|40.8143|-73.3634|67094|Youth worker|1989-06-29|691569821931|adults_2550_male_urban.json
507-21-1152|676259656707|Candace|Sutton|F|5462 Kara Falls Suite 483|Bronx|NY|10458|40.8633|-73.8895|1382480|Journalist, magazine|1949-07-04|28287000294|adults_50up_female_urban.json
704-06-4521|4802339694130057877|John|Reilly|M|499 Jones Trace|Kihei|HI|96753|20.7441|-156.4475|26892|IT consultant|1988-09-03|455583768234|adults_2550_male_urban.json
709-90-1154|375309468004009|Derek|King|M|200 Chen Pine|Littleton|CO|80125|39.4845|-105.0561|320420|Ophthalmologist|1994-12-21|349406677548|adults_2550_male_urban.json
209-39-4882|346551665562513|Walter|Bell|M|7626 Vega Brook Suite 848|New York City|NY|10027|40.8116|-73.955|1577385|Therapist, art|1966-11-22|785585922147|adults_50up_male_urban.json
274-22-0764|4511807725045987350|Roger|Jones|M|6000 Paul Park|Atlanta|GA|30327|33.8627|-84.42|900273|Community arts worker|1943-03-30|22320451387|adults_50up_male_urban.json
717-29-7739|4406211265090574608|Jesse|Smith|M|2771 Moore Ferry|Los Angeles|CA|90041|34.1339|-118.2082|2383912|Surgeon|1990-04-09|93758115309|adults_2550_male_urban.json
708-44-7227|3506089131837342|Brian|Lee|M|8521 Banks Circle|New Castle|DE|19720|39.5929|-75.6515|59250|Trade union research officer|1982-10-03|688949444785|adults_2550_male_urban.json
231-66-7665|4710747423779676677|Christian|Walker|M|3202 Burns Garden Suite 758|Portland|OR|97266|45.4762|-122.5596|841711|Geographical information systems officer|1946-10-05|106971178945|adults_50up_male_urban.json
431-24-2473|36171065674845|Heather|Williams|F|57680 Scott Pine|Narberth|PA|19072|40.0177|-75.2594|9539|Technical brewer|1977-04-09|77622732589|adults_2550_female_urban.json
255-52-9142|060486862992|Katherine|Powell|F|4356 Kyle Roads Apt. 052|Salt Lake City|UT|84121|40.6226|-111.7777|594043|Clinical molecular geneticist|1981-11-21|721734679772|adults_2550_female_urban.json
823-89-5611|630474582743|Carolyn|Ramirez|F|2927 Combs Summit Apt. 024|Clarksville|TN|37043|36.5107|-87.2757|151785|Clinical scientist, histocompatibility and immunogenetics|1931-05-20|863507099696|adults_50up_female_urban.json
249-99-5374|4448273710528378|Edward|Brooks|M|694 Steven Falls Apt. 655|West Bloomfield|MI|48322|42.5424|-83.3793|66323|Geochemist|1979-01-06|216689032490|adults_2550_male_urban.json
830-41-2693|180033693418470|Shawn|Jenkins|M|9848 Miller Mews|Slidell|LA|70461|30.2726|-89.729|84991|Engineer, petroleum|1975-02-25|296437811534|adults_50up_male_urban.json
678-81-0539|30369524241133|Ashley|Love|F|529 Paul Unions|Hagerstown|MD|21740|39.632|-77.7372|95186|Licensed conveyancer|1967-08-22|20361668227|adults_50up_female_urban.json
448-42-6094|563469481839|Michele|Pope|F|67800 Andrew Avenue Apt. 901|Galesburg|IL|61401|40.9521|-90.3698|34788|Jewellery designer|1979-07-16|732452905775|adults_2550_female_urban.json
157-75-0170|4494008215122|Rachel|Prince|F|52534 Snyder Stravenue Apt. 845|Portland|OR|97212|45.5441|-122.6423|841711|Licensed conveyancer|1940-06-18|639181106182|adults_50up_female_urban.json
519-22-9425|4176442445591039|Emily|Dixon|F|50626 Odonnell Roads|Rochester|NY|14621|43.1834|-77.6043|478127|Engineer, electronics|2000-09-01|990100080791|young_adults_female_urban.json
735-50-1971|2422178631130119|William|Hamilton|M|20638 Figueroa Shoals|Tiverton|RI|02878|41.6338|-71.1808|15780|Engineering geologist|1997-07-20|152416657541|adults_2550_male_urban.json
426-95-4879|4592319610768012|Brenda|Rogers|F|0511 Thomas Circles|Grantham|NH|03753|43.5103|-72.1334|2971|Psychologist, sport and exercise|1968-05-12|40541763015|adults_50up_female_urban.json
475-62-2167|4721049208986155|Lisa|Cervantes|F|1771 Connie Hollow|Fort Lauderdale|FL|33309|26.1817|-80.1746|711693|Financial adviser|1978-09-20|615624284477|adults_2550_female_urban.json
608-13-1853|30580274468821|Andrew|Mcconnell|M|8329 Perez Harbor|Tampa|FL|33610|27.9951|-82.4046|717255|Water quality scientist|2001-11-09|467057343230|young_adults_male_urban.json
074-43-8676|4727132714778771|Bailey|Cervantes|F|1699 Gilmore Streets Apt. 938|Charlotte|NC|28262|35.3183|-80.7476|790689|Arts administrator|1996-03-22|603242202964|adults_2550_female_urban.json
265-80-6895|4281785975434802|Lisa|Roman|F|186 Cox Knolls|Phil Campbell|AL|35581|34.347|-87.7154|5778|Herpetologist|1979-01-20|971266958765|adults_2550_female_urban.json
146-83-6808|213102186309909|Jennifer|Roach|F|2243 Kevin Viaduct Suite 670|Hancock|MI|49930|47.1367|-88.5654|6987|Trade union research officer|1971-05-17|441966297314|adults_50up_female_urban.json
600-62-5721|213158677297300|Leah|Roberts|F|1496 Zachary Harbor|Tulsa|OK|74132|36.064|-96.0251|413574|Barrister's clerk|1962-08-17|879131572438|adults_50up_female_urban.json
747-43-4850|6011188323754488|Douglas|Harmon|M|5753 Tracy Crossroad Suite 879|Charlotte|NC|28269|35.2886|-80.8209|790689|Media buyer|1978-05-23|934054115430|adults_2550_male_urban.json
157-04-4536|342277948759890|Victor|Torres|M|4252 Marilyn Groves Suite 413|Reynoldsburg|OH|43068|39.9551|-82.8035|51836|Teacher, early years/pre|1975-08-30|767776690131|adults_2550_male_urban.json
588-50-8588|213194361063757|Maurice|Henry|M|82582 Garcia Ridge Suite 874|Bremen|IN|46506|41.4467|-86.1932|10070|Scientist, forensic|1979-11-09|968858599204|adults_2550_male_urban.json
674-57-3861|5533843774949067|Kelsey|Parker|F|01597 Young Fort|Norwalk|OH|44857|41.2403|-82.6078|23805|Engineer, maintenance (IT)|1977-05-30|911280477906|adults_2550_female_urban.json
864-47-3759|376882558799059|Julie|George|F|76029 Jensen Drive|Jonesboro|AR|72401|35.833|-90.6965|77249|Psychologist, counselling|2006-03-25|27240498860|young_adults_female_urban.json
020-95-1643|3510690715954124|Joshua|Ward|M|6720 Jack Landing Suite 701|Point Pleasant Beach|NJ|08742|40.0806|-74.0595|24405|Music therapist|1980-04-20|797575088746|adults_2550_male_urban.json
283-26-7802|3505024469336683|Todd|Webb|M|7543 Johnson Inlet Apt. 637|San Diego|CA|92103|32.7466|-117.1636|1241364|Conference centre manager|1959-03-25|997907323132|adults_50up_male_urban.json
793-13-1458|4536123182636683|Cory|Martin|M|607 Perez Forges|River Forest|IL|60305|41.8951|-87.8159|11172|Horticulturist, amenity|2005-10-17|832269716795|young_adults_male_urban.json
320-72-8975|2286870586547116|Tanya|Mcdonald|F|737 Jason Hill Suite 104|Washington|DC|20020|38.86|-76.9742|601723|Curator|1929-09-04|29592926462|adults_50up_female_urban.json
622-50-2068|3587081858351393|John|Martinez|M|77827 Martinez Forge Apt. 198|Springboro|OH|45066|39.563|-84.2288|23839|Environmental education officer|1978-04-05|540309120550|adults_2550_male_urban.json
578-89-4984|6011352544309262|Kelly|Kennedy|F|4832 Rosales Mountains|Mount Vernon|NY|10550|40.9079|-73.838|67100|Water engineer|1995-09-16|967428784295|adults_2550_female_urban.json
179-64-3360|3502356599375956|Tara|Jones|F|4556 Misty Forges|West Palm Beach|FL|33411|26.6644|-80.1741|459921|Conservation officer, nature|1979-12-15|609082932255|adults_2550_female_urban.json
302-13-3244|3516062012750544|Judith|Johnson|F|433 Bryant Locks Apt. 440|Farmland|IN|47340|40.1945|-85.1254|2914|Futures trader|1971-10-13|658871241662|adults_50up_female_urban.json
206-12-9527|5350252191474214|David|Buchanan|M|694 Gay Camp|Greensboro|NC|27455|36.1824|-79.806|305168|IT consultant|1968-07-18|879084488608|adults_50up_male_urban.json
816-85-7674|4530569234265|Matthew|Jenkins|M|528 Donald Haven|Hugoton|KS|67951|37.1682|-101.3346|4981|Paramedic|2010-04-30|180817375127|young_adults_male_urban.json
711-83-8273|376146994442355|Lauren|Bryan|F|67965 Brown Pine Suite 155|Pittsburgh|PA|15221|40.4346|-79.8655|687276|Marine scientist|1994-08-20|933768599502|adults_2550_female_urban.json
380-21-0117|4846888867138081|Mark|Meyer|M|340 Sanders Wells|Brighton|CO|80601|39.943|-104.7866|73471|Catering manager|1989-11-11|327174121355|adults_2550_male_urban.json
249-96-4017|561983761744|Cody|Ferguson|M|7845 Lee Plains Apt. 994|Hampton|VA|23666|37.0462|-76.4096|136895|Interior and spatial designer|1998-07-29|754875797775|adults_2550_male_urban.json
